Row,Name,Neighborhood,Year,Value
7384,Nitrogen Dioxide,306.0,2013,30.7
7385,Fine Particles,503.0,2013,9.5
7386,Nitrogen Dioxide,203.0,2013,18.7
7390,Nitrogen Dioxide,304.0,2013,22.7
7391,Nitrogen Dioxide,404.0,2013,14.1
7402,Nitrogen Dioxide,309.0,2013,24.2
7405,Nitrogen Dioxide,211.0,2013,19.1
7406,Nitrogen Dioxide,503.0,2013,11.1
7407,Nitrogen Dioxide,205.0,2013,16.8
7408,Fine Particles,101.0,2013,10.0
7409,Fine Particles,210.0,2013,9.7
7411,Fine Particles,307.0,2013,14.1
7416,Nitrogen Dioxide,402.0,2013,18.1
7417,Fine Particles,502.0,2013,9.3
7419,Fine Particles,403.0,2013,10.1
7423,Ozone,406.0,2013,30.7
7429,Nitrogen Dioxide,107.0,2013,17.5
7433,Nitrogen Dioxide,307.0,2013,33.9
7441,Ozone,402.0,2013,30.7
7453,Nitrogen Dioxide,408.0,2013,16.6
7457,Nitrogen Dioxide,208.0,2013,12.1
7474,Nitrogen Dioxide,201.0,2013,18.9
7475,Ozone,201.0,2013,29.8
7477,Ozone,405.0,2013,30.8
7478,Ozone,203.0,2013,29.7
7479,Fine Particles,405.0,2013,10.2
7484,Nitrogen Dioxide,206.0,2013,15.9
7485,Nitrogen Dioxide,410.0,2013,8.0
7486,Nitrogen Dioxide,210.0,2013,11.0
7489,Fine Particles,406.0,2013,10.0
7491,Ozone,102.0,2013,31.7
7496,Fine Particles,206.0,2013,10.0
7497,Ozone,104.0,2013,32.1
7498,Ozone,504.0,2013,32.7
7507,Nitrogen Dioxide,502.0,2013,11.3
7513,Nitrogen Dioxide,305.0,2013,25.2
7516,Ozone,105.0,2013,30.2
7517,Ozone,503.0,2013,30.5
7520,Fine Particles,106.0,2013,11.0
7521,Ozone,409.0,2013,31.8
7522,Ozone,410.0,2013,36.8
7524,Ozone,502.0,2013,30.6
7526,Fine Particles,204.0,2013,9.7
7530,Fine Particles,504.0,2013,9.1
7531,Fine Particles,404.0,2013,9.9
7532,Ozone,211.0,2013,29.7
7537,Ozone,401.0,2013,30.6
7551,Ozone,407.0,2013,31.7
7553,Ozone,207.0,2013,30.7
7566,Fine Particles,408.0,2013,10.1
7567,Fine Particles,407.0,2013,9.9
7580,Fine Particles,402.0,2013,10.7
7587,Nitrogen Dioxide,409.0,2013,14.6
7588,Nitrogen Dioxide,401.0,2013,18.0
7590,Nitrogen Dioxide,104.0,2013,14.7
7591,Nitrogen Dioxide,504.0,2013,7.6
7593,Nitrogen Dioxide,403.0,2013,15.6
7595,Nitrogen Dioxide,406.0,2013,16.4
8272,Fine Particles,307.0,2014,12.4
8273,Fine Particles,211.0,2014,10.9
8275,Nitrogen Dioxide,211.0,2014,17.0
8277,Fine Particles,306.0,2014,11.8
8278,Nitrogen Dioxide,106.0,2014,18.3
8279,Nitrogen Dioxide,410.0,2014,7.4
8280,Nitrogen Dioxide,202.0,2014,17.8
8281,Nitrogen Dioxide,306.0,2014,28.4
8288,Nitrogen Dioxide,105.0,2014,17.8
8300,Fine Particles,202.0,2014,9.9
8301,Fine Particles,102.0,2014,8.7
8303,Nitrogen Dioxide,102.0,2014,15.4
8306,Fine Particles,210.0,2014,8.0
8307,Fine Particles,410.0,2014,7.4
8312,Nitrogen Dioxide,206.0,2014,15.1
8313,Nitrogen Dioxide,210.0,2014,11.8
8316,Fine Particles,303.0,2014,8.9
8319,Nitrogen Dioxide,201.0,2014,17.3
8320,Fine Particles,205.0,2014,9.5
8326,Nitrogen Dioxide,309.0,2014,22.1
8334,Fine Particles,309.0,2014,10.2
8335,Fine Particles,310.0,2014,10.9
8337,Fine Particles,201.0,2014,10.4
8338,Nitrogen Dioxide,103.0,2014,15.8
8339,Nitrogen Dioxide,205.0,2014,15.2
8342,Fine Particles,103.0,2014,8.8
8346,Nitrogen Dioxide,101.0,2014,13.6
8347,Nitrogen Dioxide,501.0,2014,13.1
8349,Nitrogen Dioxide,301.0,2014,17.1
8355,Fine Particles,101.0,2014,8.7
8363,Nitrogen Dioxide,107.0,2014,16.4
8364,Fine Particles,107.0,2014,7.6
8365,Fine Particles,207.0,2014,8.7
8366,Nitrogen Dioxide,207.0,2014,15.1
8374,Fine Particles,308.0,2014,10.8
8379,Fine Particles,302.0,2014,9.1
8380,Fine Particles,402.0,2014,9.1
8381,Fine Particles,501.0,2014,8.3
8382,Fine Particles,401.0,2014,9.6
8383,Fine Particles,301.0,2014,8.9
8389,Fine Particles,209.0,2014,8.3
8397,Ozone,410.0,2014,36.3
8403,Ozone,101.0,2014,30.5
8404,Ozone,401.0,2014,30.7
8405,Ozone,301.0,2014,29.5
8406,Ozone,501.0,2014,30.2
8409,Fine Particles,304.0,2014,9.8
8416,Ozone,210.0,2014,32.6
8417,Ozone,106.0,2014,29.9
8418,Ozone,309.0,2014,26.9
8419,Ozone,206.0,2014,30.7
8424,Ozone,205.0,2014,30.6
8425,Ozone,203.0,2014,30.3
8426,Ozone,105.0,2014,30.1
8427,Ozone,103.0,2014,30.7
8428,Ozone,303.0,2014,28.9
8433,Ozone,202.0,2014,29.3
8434,Ozone,102.0,2014,31.5
8435,Ozone,306.0,2014,24.6
8436,Ozone,404.0,2014,32.3
8437,Ozone,104.0,2014,31.9
8438,Ozone,304.0,2014,27.4
8446,Fine Particles,305.0,2014,10.4
8449,Fine Particles,104.0,2014,8.6
8450,Fine Particles,204.0,2014,8.1
8451,Fine Particles,408.0,2014,8.1
8452,Fine Particles,208.0,2014,8.2
8460,Nitrogen Dioxide,209.0,2014,13.8
8461,Nitrogen Dioxide,303.0,2014,19.2
8462,Nitrogen Dioxide,305.0,2014,23.5
8464,Nitrogen Dioxide,104.0,2014,15.0
8465,Nitrogen Dioxide,304.0,2014,20.9
8466,Nitrogen Dioxide,404.0,2014,12.6
8467,Nitrogen Dioxide,406.0,2014,14.1
8469,Nitrogen Dioxide,409.0,2014,12.1
8474,Ozone,308.0,2014,26.7
8476,Ozone,107.0,2014,31.4
8477,Ozone,207.0,2014,30.9
8478,Ozone,208.0,2014,33.3
8479,Nitrogen Dioxide,503.0,2014,9.9
8481,Nitrogen Dioxide,402.0,2014,16.6
8484,Fine Particles,407.0,2014,8.1
8488,Nitrogen Dioxide,307.0,2014,31.6
8492,Nitrogen Dioxide,208.0,2014,11.1
8497,Fine Particles,206.0,2014,8.6
8503,Fine Particles,403.0,2014,8.2
8518,Fine Particles,502.0,2014,7.9
8532,Fine Particles,409.0,2014,7.7
8536,Fine Particles,405.0,2014,8.5
8538,Fine Particles,406.0,2014,8.0
8539,Nitrogen Dioxide,403.0,2014,14.6
8540,Nitrogen Dioxide,405.0,2014,14.6
8549,Nitrogen Dioxide,308.0,2014,23.9
8557,Nitrogen Dioxide,407.0,2014,13.6
8567,Fine Particles,203.0,2014,9.0
8568,Fine Particles,503.0,2014,8.1
8569,Fine Particles,504.0,2014,7.6
8570,Fine Particles,404.0,2014,8.0
8573,Ozone,209.0,2014,31.3
8574,Ozone,310.0,2014,26.0
8581,Ozone,402.0,2014,30.9
8582,Ozone,502.0,2014,31.1
8585,Fine Particles,105.0,2014,9.3
8587,Nitrogen Dioxide,204.0,2014,14.2
8589,Ozone,204.0,2014,32.0
8590,Nitrogen Dioxide,203.0,2014,16.5
8591,Ozone,403.0,2014,32.0
8599,Fine Particles,106.0,2014,9.3
8606,Ozone,302.0,2014,28.6
8618,Ozone,409.0,2014,33.6
8621,Ozone,405.0,2014,31.3
8622,Ozone,305.0,2014,26.7
8623,Ozone,503.0,2014,31.1
8627,Ozone,406.0,2014,31.8
8629,Nitrogen Dioxide,310.0,2014,25.2
8631,Ozone,211.0,2014,30.4
8632,Ozone,504.0,2014,32.0
8634,Nitrogen Dioxide,504.0,2014,7.4
8635,Nitrogen Dioxide,502.0,2014,10.6
8636,Ozone,201.0,2014,30.5
8637,Nitrogen Dioxide,401.0,2014,16.9
8638,Nitrogen Dioxide,302.0,2014,19.5
8641,Ozone,307.0,2014,22.9
8642,Ozone,408.0,2014,32.6
8668,Ozone,407.0,2014,32.5
8689,Nitrogen Dioxide,408.0,2014,13.5
9894,Nitrogen Dioxide,409.0,2015,12.0
9895,Nitrogen Dioxide,404.0,2015,12.7
9898,Ozone,102.0,2015,29.9
9899,Nitrogen Dioxide,302.0,2015,19.0
9901,Fine Particles,211.0,2015,10.2
9902,Nitrogen Dioxide,305.0,2015,21.6
9903,Nitrogen Dioxide,203.0,2015,16.0
9904,Nitrogen Dioxide,209.0,2015,13.3
9905,Nitrogen Dioxide,206.0,2015,14.6
9906,Fine Particles,209.0,2015,9.0
9907,Fine Particles,409.0,2015,8.8
9912,Ozone,409.0,2015,32.5
9913,Fine Particles,304.0,2015,10.4
9917,Fine Particles,204.0,2015,9.5
9918,Nitrogen Dioxide,303.0,2015,18.6
9919,Ozone,204.0,2015,32.6
9922,Nitrogen Dioxide,204.0,2015,13.9
9924,Nitrogen Dioxide,309.0,2015,20.8
9932,Fine Particles,105.0,2015,10.3
9936,Fine Particles,210.0,2015,8.8
9937,Fine Particles,206.0,2015,9.2
9938,Nitrogen Dioxide,205.0,2015,15.0
9939,Ozone,305.0,2015,28.1
9945,Ozone,101.0,2015,28.7
9954,Fine Particles,302.0,2015,10.0
9955,Fine Particles,301.0,2015,9.9
9956,Nitrogen Dioxide,106.0,2015,18.2
9958,Nitrogen Dioxide,105.0,2015,17.9
9963,Fine Particles,207.0,2015,9.3
9965,Nitrogen Dioxide,207.0,2015,14.5
9966,Ozone,207.0,2015,32.2
9969,Fine Particles,203.0,2015,9.5
9970,Fine Particles,303.0,2015,10.2
9971,Fine Particles,103.0,2015,9.7
9974,Fine Particles,202.0,2015,10.3
9978,Ozone,105.0,2015,29.7
9979,Ozone,304.0,2015,28.1
10014,Fine Particles,107.0,2015,10.4
10019,Fine Particles,201.0,2015,11.0
10022,Fine Particles,306.0,2015,12.0
10023,Fine Particles,102.0,2015,9.7
10025,Fine Particles,309.0,2015,10.5
10033,Ozone,301.0,2015,29.0
10036,Ozone,303.0,2015,29.6
10037,Ozone,306.0,2015,26.1
10038,Ozone,202.0,2015,29.8
10039,Nitrogen Dioxide,103.0,2015,16.0
10042,Nitrogen Dioxide,201.0,2015,17.0
10043,Nitrogen Dioxide,301.0,2015,17.3
10044,Nitrogen Dioxide,503.0,2015,9.6
10046,Nitrogen Dioxide,202.0,2015,17.4
10068,Fine Particles,410.0,2015,8.3
10070,Fine Particles,307.0,2015,12.5
10071,Fine Particles,401.0,2015,10.5
10072,Fine Particles,501.0,2015,9.1
10083,Fine Particles,205.0,2015,10.0
10087,Fine Particles,101.0,2015,9.6
10090,Nitrogen Dioxide,107.0,2015,16.5
10092,Nitrogen Dioxide,401.0,2015,16.7
10095,Fine Particles,305.0,2015,10.9
10096,Nitrogen Dioxide,306.0,2015,25.6
10097,Fine Particles,406.0,2015,9.1
10099,Fine Particles,503.0,2015,8.9
10101,Fine Particles,504.0,2015,8.4
10102,Fine Particles,310.0,2015,11.0
10103,Ozone,209.0,2015,32.8
10106,Ozone,309.0,2015,27.7
10107,Ozone,106.0,2015,29.9
10108,Ozone,310.0,2015,27.0
10111,Ozone,211.0,2015,31.1
10112,Nitrogen Dioxide,501.0,2015,13.1
10118,Nitrogen Dioxide,211.0,2015,16.5
10123,Nitrogen Dioxide,410.0,2015,7.0
10124,Nitrogen Dioxide,210.0,2015,11.1
10125,Ozone,205.0,2015,31.3
10130,Nitrogen Dioxide,304.0,2015,19.8
10131,Ozone,502.0,2015,31.8
10137,Nitrogen Dioxide,102.0,2015,15.8
10138,Nitrogen Dioxide,406.0,2015,14.0
10140,Fine Particles,407.0,2015,8.9
10145,Fine Particles,408.0,2015,9.1
10152,Fine Particles,308.0,2015,11.0
10154,Fine Particles,208.0,2015,9.0
10155,Nitrogen Dioxide,405.0,2015,14.3
10156,Ozone,103.0,2015,29.5
10157,Ozone,403.0,2015,31.9
10160,Ozone,210.0,2015,35.0
10161,Ozone,206.0,2015,32.1
10162,Ozone,302.0,2015,29.0
10169,Nitrogen Dioxide,208.0,2015,10.8
10175,Ozone,104.0,2015,31.4
10178,Ozone,401.0,2015,31.4
10183,Nitrogen Dioxide,307.0,2015,27.7
10184,Nitrogen Dioxide,308.0,2015,22.4
10186,Ozone,203.0,2015,31.2
10187,Ozone,410.0,2015,37.4
10189,Ozone,406.0,2015,31.5
10190,Ozone,503.0,2015,31.7
10191,Ozone,405.0,2015,31.8
10193,Ozone,402.0,2015,31.6
10194,Ozone,201.0,2015,31.0
10196,Ozone,504.0,2015,34.1
10197,Fine Particles,104.0,2015,9.7
10198,Fine Particles,404.0,2015,9.1
10199,Ozone,501.0,2015,30.0
10203,Fine Particles,405.0,2015,9.3
10204,Fine Particles,403.0,2015,9.3
10205,Ozone,404.0,2015,31.3
10206,Fine Particles,106.0,2015,10.3
10214,Fine Particles,502.0,2015,8.7
10215,Fine Particles,402.0,2015,10.0
10220,Ozone,407.0,2015,32.6
10243,Ozone,107.0,2015,31.7
10245,Ozone,307.0,2015,25.1
10246,Ozone,308.0,2015,27.4
10258,Nitrogen Dioxide,104.0,2015,15.1
10259,Ozone,408.0,2015,32.0
10260,Ozone,208.0,2015,34.7
10271,Nitrogen Dioxide,310.0,2015,22.9
10272,Nitrogen Dioxide,504.0,2015,6.7
10277,Nitrogen Dioxide,101.0,2015,14.3
10279,Nitrogen Dioxide,402.0,2015,16.3
10282,Nitrogen Dioxide,403.0,2015,14.5
10283,Nitrogen Dioxide,502.0,2015,10.4
10298,Nitrogen Dioxide,407.0,2015,13.4
10299,Nitrogen Dioxide,408.0,2015,13.3
10870,Fine Particles,410.0,2016,6.9
10871,Nitrogen Dioxide,408.0,2016,13.1
10872,Nitrogen Dioxide,304.0,2016,19.1
10874,Nitrogen Dioxide,409.0,2016,12.1
10875,Nitrogen Dioxide,202.0,2016,17.3
10876,Nitrogen Dioxide,306.0,2016,25.0
10881,Nitrogen Dioxide,403.0,2016,14.1
10882,Nitrogen Dioxide,303.0,2016,17.8
10884,Nitrogen Dioxide,207.0,2016,14.0
10885,Fine Particles,408.0,2016,7.6
10886,Fine Particles,308.0,2016,9.8
10888,Ozone,308.0,2016,30.0
10890,Ozone,208.0,2016,35.8
10891,Ozone,407.0,2016,34.3
10892,Fine Particles,207.0,2016,8.1
10893,Fine Particles,302.0,2016,8.7
10901,Ozone,202.0,2016,32.0
10902,Fine Particles,102.0,2016,7.9
10906,Fine Particles,310.0,2016,9.8
10907,Fine Particles,309.0,2016,9.3
10910,Ozone,409.0,2016,34.3
10912,Ozone,304.0,2016,30.5
10913,Ozone,204.0,2016,34.3
10915,Fine Particles,401.0,2016,9.2
10919,Fine Particles,211.0,2016,9.0
10920,Fine Particles,204.0,2016,8.3
10921,Fine Particles,501.0,2016,8.2
10927,Nitrogen Dioxide,310.0,2016,22.8
10934,Nitrogen Dioxide,405.0,2016,13.6
10935,Fine Particles,303.0,2016,8.9
10938,Fine Particles,405.0,2016,8.1
10939,Fine Particles,205.0,2016,8.9
10943,Fine Particles,301.0,2016,8.5
10955,Nitrogen Dioxide,305.0,2016,20.8
10956,Nitrogen Dioxide,101.0,2016,13.0
10962,Nitrogen Dioxide,308.0,2016,22.2
10990,Fine Particles,203.0,2016,8.3
10991,Fine Particles,103.0,2016,8.1
10994,Fine Particles,209.0,2016,7.9
10998,Fine Particles,201.0,2016,9.8
10999,Ozone,210.0,2016,35.6
11000,Ozone,309.0,2016,30.1
11001,Ozone,206.0,2016,33.5
11002,Nitrogen Dioxide,201.0,2016,16.6
11003,Fine Particles,105.0,2016,8.8
11004,Ozone,305.0,2016,30.2
11005,Ozone,405.0,2016,33.5
11006,Nitrogen Dioxide,104.0,2016,14.3
11007,Nitrogen Dioxide,302.0,2016,18.1
11008,Ozone,102.0,2016,33.2
11009,Fine Particles,305.0,2016,9.7
11010,Fine Particles,403.0,2016,7.8
11011,Fine Particles,101.0,2016,8.0
11012,Ozone,101.0,2016,32.5
11013,Fine Particles,104.0,2016,8.1
11014,Fine Particles,306.0,2016,10.8
11017,Ozone,209.0,2016,34.3
11018,Ozone,310.0,2016,29.7
11019,Ozone,106.0,2016,32.3
11020,Ozone,203.0,2016,33.0
11021,Ozone,303.0,2016,31.6
11025,Ozone,302.0,2016,31.4
11031,Fine Particles,208.0,2016,7.8
11033,Nitrogen Dioxide,208.0,2016,10.0
11034,Ozone,307.0,2016,27.5
11054,Fine Particles,210.0,2016,7.7
11060,Nitrogen Dioxide,105.0,2016,16.7
11061,Nitrogen Dioxide,205.0,2016,15.1
11062,Nitrogen Dioxide,106.0,2016,17.1
11064,Nitrogen Dioxide,209.0,2016,13.3
11065,Nitrogen Dioxide,210.0,2016,10.4
11071,Nitrogen Dioxide,102.0,2016,14.6
11073,Fine Particles,503.0,2016,8.1
11084,Nitrogen Dioxide,204.0,2016,13.1
11094,Nitrogen Dioxide,503.0,2016,10.2
11095,Nitrogen Dioxide,203.0,2016,15.4
11096,Nitrogen Dioxide,103.0,2016,14.8
11097,Nitrogen Dioxide,309.0,2016,20.4
11098,Fine Particles,502.0,2016,7.8
11099,Nitrogen Dioxide,206.0,2016,14.3
11100,Fine Particles,106.0,2016,8.9
11102,Fine Particles,206.0,2016,8.1
11103,Nitrogen Dioxide,211.0,2016,15.9
11105,Nitrogen Dioxide,406.0,2016,13.7
11109,Nitrogen Dioxide,301.0,2016,16.2
11110,Fine Particles,202.0,2016,9.2
11111,Ozone,306.0,2016,28.8
11113,Fine Particles,304.0,2016,9.1
11117,Ozone,301.0,2016,31.9
11119,Ozone,201.0,2016,33.0
11124,Ozone,205.0,2016,33.3
11125,Ozone,403.0,2016,33.4
11126,Ozone,105.0,2016,32.3
11128,Ozone,103.0,2016,32.8
11140,Ozone,104.0,2016,33.6
11144,Ozone,504.0,2016,36.2
11154,Fine Particles,307.0,2016,11.2
11157,Nitrogen Dioxide,107.0,2016,15.6
11161,Nitrogen Dioxide,501.0,2016,13.9
11176,Ozone,410.0,2016,38.2
11179,Ozone,211.0,2016,33.0
11180,Ozone,501.0,2016,33.4
11182,Ozone,402.0,2016,33.1
11184,Fine Particles,409.0,2016,7.1
11188,Ozone,503.0,2016,34.7
11191,Ozone,401.0,2016,33.2
11192,Nitrogen Dioxide,401.0,2016,16.0
11195,Nitrogen Dioxide,410.0,2016,6.2
11198,Ozone,406.0,2016,33.2
11202,Fine Particles,504.0,2016,7.5
11206,Ozone,404.0,2016,33.0
11207,Nitrogen Dioxide,504.0,2016,6.7
11208,Fine Particles,406.0,2016,7.6
11212,Ozone,502.0,2016,34.2
11213,Nitrogen Dioxide,502.0,2016,10.9
11214,Nitrogen Dioxide,402.0,2016,15.6
11215,Nitrogen Dioxide,404.0,2016,12.7
11221,Fine Particles,404.0,2016,7.4
11222,Nitrogen Dioxide,307.0,2016,26.9
11223,Fine Particles,107.0,2016,9.0
11229,Fine Particles,402.0,2016,8.7
11242,Ozone,107.0,2016,33.6
11244,Ozone,207.0,2016,33.7
11245,Ozone,408.0,2016,33.9
11265,Nitrogen Dioxide,407.0,2016,12.8
11271,Fine Particles,407.0,2016,7.6
12351,Nitrogen Dioxide,402.0,2017,15.8
12355,Nitrogen Dioxide,209.0,2017,12.8
12356,Nitrogen Dioxide,104.0,2017,14.1
12357,Nitrogen Dioxide,304.0,2017,20.0
12358,Nitrogen Dioxide,204.0,2017,13.4
12361,Nitrogen Dioxide,403.0,2017,14.0
12365,Fine Particles,211.0,2017,9.9
12366,Fine Particles,304.0,2017,10.1
12367,Fine Particles,204.0,2017,9.1
12369,Nitrogen Dioxide,201.0,2017,16.4
12370,Fine Particles,303.0,2017,10.1
12374,Fine Particles,209.0,2017,8.5
12375,Fine Particles,410.0,2017,7.7
12376,Fine Particles,210.0,2017,8.2
12383,Fine Particles,203.0,2017,9.1
12384,Fine Particles,103.0,2017,9.4
12385,Fine Particles,501.0,2017,8.6
12386,Fine Particles,102.0,2017,9.3
12387,Fine Particles,302.0,2017,9.9
12388,Nitrogen Dioxide,102.0,2017,14.4
12389,Nitrogen Dioxide,405.0,2017,13.8
12390,Nitrogen Dioxide,205.0,2017,14.1
12391,Nitrogen Dioxide,103.0,2017,14.9
12392,Nitrogen Dioxide,501.0,2017,13.3
12393,Ozone,201.0,2017,29.0
12394,Ozone,501.0,2017,27.0
12395,Ozone,101.0,2017,27.5
12396,Nitrogen Dioxide,101.0,2017,13.0
12397,Ozone,409.0,2017,31.7
12398,Nitrogen Dioxide,302.0,2017,18.9
12399,Ozone,102.0,2017,29.0
12400,Ozone,202.0,2017,27.9
12401,Fine Particles,306.0,2017,11.3
12403,Ozone,205.0,2017,29.3
12404,Ozone,305.0,2017,25.2
12405,Fine Particles,305.0,2017,10.4
12410,Ozone,304.0,2017,25.6
12411,Ozone,204.0,2017,30.9
12412,Ozone,211.0,2017,29.3
12415,Fine Particles,402.0,2017,9.6
12419,Ozone,402.0,2017,29.4
12422,Ozone,401.0,2017,29.1
12427,Fine Particles,104.0,2017,9.3
12430,Nitrogen Dioxide,305.0,2017,21.9
12431,Ozone,203.0,2017,29.4
12441,Nitrogen Dioxide,206.0,2017,13.8
12446,Fine Particles,406.0,2017,8.6
12448,Fine Particles,101.0,2017,9.5
12467,Nitrogen Dioxide,203.0,2017,15.2
12474,Fine Particles,308.0,2017,10.7
12475,Fine Particles,207.0,2017,8.9
12488,Nitrogen Dioxide,309.0,2017,20.6
12490,Nitrogen Dioxide,503.0,2017,10.2
12492,Ozone,207.0,2017,30.1
12493,Ozone,208.0,2017,32.5
12494,Nitrogen Dioxide,207.0,2017,13.8
12495,Ozone,407.0,2017,31.2
12498,Nitrogen Dioxide,310.0,2017,23.0
12499,Nitrogen Dioxide,410.0,2017,7.8
12501,Ozone,209.0,2017,30.1
12502,Ozone,210.0,2017,31.9
12503,Ozone,309.0,2017,25.6
12504,Ozone,106.0,2017,27.7
12506,Ozone,301.0,2017,26.9
12509,Ozone,302.0,2017,26.5
12510,Ozone,306.0,2017,23.4
12516,Fine Particles,208.0,2017,8.5
12518,Ozone,107.0,2017,29.4
12524,Fine Particles,307.0,2017,11.5
12526,Fine Particles,401.0,2017,10.2
12561,Nitrogen Dioxide,308.0,2017,22.4
12566,Ozone,307.0,2017,22.1
12567,Ozone,308.0,2017,25.2
12572,Fine Particles,105.0,2017,10.1
12573,Fine Particles,205.0,2017,9.8
12574,Fine Particles,403.0,2017,8.9
12581,Fine Particles,409.0,2017,8.4
12582,Fine Particles,106.0,2017,10.1
12593,Fine Particles,301.0,2017,9.9
12596,Fine Particles,201.0,2017,10.8
12597,Nitrogen Dioxide,401.0,2017,16.2
12599,Fine Particles,202.0,2017,10.1
12600,Nitrogen Dioxide,106.0,2017,17.7
12602,Nitrogen Dioxide,105.0,2017,17.1
12604,Nitrogen Dioxide,409.0,2017,12.6
12605,Nitrogen Dioxide,211.0,2017,15.7
12615,Fine Particles,309.0,2017,10.2
12616,Fine Particles,310.0,2017,10.5
12617,Fine Particles,206.0,2017,8.8
12619,Fine Particles,504.0,2017,7.9
12620,Fine Particles,404.0,2017,8.7
12623,Nitrogen Dioxide,210.0,2017,10.7
12625,Nitrogen Dioxide,301.0,2017,16.7
12635,Fine Particles,107.0,2017,10.2
12637,Fine Particles,407.0,2017,8.4
12638,Nitrogen Dioxide,407.0,2017,13.3
12640,Nitrogen Dioxide,107.0,2017,15.9
12641,Nitrogen Dioxide,306.0,2017,26.2
12654,Fine Particles,408.0,2017,8.6
12655,Nitrogen Dioxide,307.0,2017,28.6
12662,Ozone,403.0,2017,30.3
12663,Ozone,103.0,2017,28.3
12669,Ozone,206.0,2017,29.7
12678,Ozone,310.0,2017,24.7
12686,Ozone,104.0,2017,29.8
12696,Ozone,410.0,2017,35.2
12702,Ozone,105.0,2017,27.8
12703,Ozone,303.0,2017,26.9
12704,Ozone,405.0,2017,30.1
12705,Ozone,503.0,2017,28.0
12706,Ozone,406.0,2017,30.1
12707,Nitrogen Dioxide,202.0,2017,16.6
12708,Ozone,504.0,2017,29.0
12709,Ozone,404.0,2017,30.3
12715,Ozone,502.0,2017,28.8
12716,Nitrogen Dioxide,303.0,2017,18.6
12717,Fine Particles,405.0,2017,8.9
12718,Fine Particles,503.0,2017,8.4
12721,Nitrogen Dioxide,504.0,2017,7.8
12722,Nitrogen Dioxide,404.0,2017,12.6
12724,Fine Particles,502.0,2017,8.2
12725,Nitrogen Dioxide,502.0,2017,10.3
12731,Nitrogen Dioxide,406.0,2017,13.8
12737,Ozone,408.0,2017,30.9
12749,Nitrogen Dioxide,408.0,2017,13.7
12756,Nitrogen Dioxide,208.0,2017,10.3
13342,Nitrogen Dioxide,106.0,2018,15.9
13343,Nitrogen Dioxide,410.0,2018,6.7
13344,Nitrogen Dioxide,409.0,2018,12.2
13346,Nitrogen Dioxide,304.0,2018,18.4
13348,Nitrogen Dioxide,203.0,2018,14.0
13349,Nitrogen Dioxide,303.0,2018,16.4
13354,Fine Particles,304.0,2018,9.5
13357,Fine Particles,205.0,2018,8.8
13358,Fine Particles,103.0,2018,8.6
13360,Fine Particles,410.0,2018,7.8
13361,Fine Particles,309.0,2018,9.3
13362,Fine Particles,301.0,2018,8.7
13365,Fine Particles,209.0,2018,7.8
13368,Nitrogen Dioxide,205.0,2018,14.4
13369,Fine Particles,203.0,2018,8.5
13370,Nitrogen Dioxide,408.0,2018,12.8
13371,Nitrogen Dioxide,307.0,2018,26.1
13372,Nitrogen Dioxide,407.0,2018,11.8
13373,Nitrogen Dioxide,302.0,2018,16.9
13374,Nitrogen Dioxide,103.0,2018,13.3
13375,Ozone,103.0,2018,30.6
13376,Nitrogen Dioxide,501.0,2018,12.3
13377,Ozone,501.0,2018,28.5
13378,Ozone,309.0,2018,26.8
13379,Nitrogen Dioxide,206.0,2018,12.6
13381,Ozone,409.0,2018,31.8
13382,Ozone,102.0,2018,31.2
13383,Ozone,202.0,2018,28.5
13384,Nitrogen Dioxide,202.0,2018,16.4
13385,Fine Particles,406.0,2018,8.0
13386,Fine Particles,202.0,2018,8.9
13387,Fine Particles,104.0,2018,8.4
13389,Ozone,205.0,2018,29.5
13390,Ozone,203.0,2018,30.2
